,tweet_time,tweet_language,count
12648,09/13/2016,nl,8
12649,01/07/2016,bg,8
12650,05/31/2016,es,8
12651,12/09/2016,cy,8
12652,08/14/2014,it,8
12653,06/10/2016,bg,8
12654,04/28/2017,in,8
12655,02/05/2016,in,8
12656,06/29/2016,es,8
12657,09/26/2016,bg,8
12658,06/06/2015,ht,8
12659,01/23/2015,es,8
12660,08/11/2015,nl,8
12661,06/06/2015,it,8
12662,02/15/2017,fr,8
12663,09/15/2014,in,8
12664,02/09/2016,in,8
12665,01/20/2015,ht,8
12666,04/17/2014,bg,8
12667,05/24/2015,in,8
12668,04/09/2016,bg,8
12669,11/04/2016,bg,8
12670,06/26/2016,it,8
12671,07/07/2015,in,8
12672,02/29/2016,bg,8
12673,07/10/2013,en,8
12674,05/16/2016,bg,8
12675,08/01/2015,fr,8
12676,01/26/2016,bg,8
12677,01/31/2017,bg,8
12678,02/13/2015,ja,8
12679,02/07/2014,und,8
12680,01/09/2015,ja,8
12681,02/22/2016,in,8
12682,03/29/2016,ht,8
12683,08/28/2015,hu,8
12684,04/15/2016,tl,8
12685,07/23/2017,uk,8
12686,07/07/2016,bg,8
12687,02/29/2016,tl,8
12688,03/16/2015,sv,8
12689,01/11/2013,bg,8
12690,12/28/2016,ht,8
12691,09/15/2016,fr,8
12692,03/01/2016,bg,8
12693,01/13/2017,ht,8
12694,06/20/2017,nl,8
12695,01/10/2016,bg,8
12696,09/22/2016,tl,8
12697,06/25/2015,fr,8
12698,08/20/2014,lv,8
12699,03/12/2015,sr,8
12700,12/02/2016,cs,8
12701,07/16/2016,uk,8
12702,05/18/2015,in,8
12703,02/24/2016,fr,8
12704,04/27/2016,ht,8
12705,12/15/2015,in,8
12706,04/15/2016,fr,8
12707,08/10/2014,fr,8
12708,12/07/2014,sr,8
12709,08/23/2015,hu,8
12710,04/27/2013,uk,8
12711,10/29/2016,ja,8
12712,07/12/2013,,8
12713,10/24/2016,es,8
12714,02/11/2016,in,8
12715,05/16/2014,uk,8
12716,02/05/2016,bg,8
12717,05/07/2015,tl,8
12718,01/15/2016,uk,8
12719,02/10/2014,und,8
12720,07/17/2013,,8
12721,12/28/2009,,8
12722,12/14/2016,pl,8
12723,01/29/2015,ht,8
12724,09/18/2017,ar,8
12725,04/16/2017,in,8
12726,01/25/2017,in,8
12727,12/22/2015,fr,8
12728,02/06/2017,bg,8
12729,08/31/2014,nl,8
12730,02/02/2014,bg,8
12731,01/26/2017,nl,8
12732,07/14/2015,in,8
12733,09/27/2016,nl,8
12734,08/28/2013,,8
12735,08/13/2015,tr,8
12736,01/04/2017,bg,8
12737,02/28/2017,fi,8
12738,12/01/2015,sr,8
12739,11/19/2015,fr,8
12740,09/15/2017,bg,8
12741,03/05/2016,in,8
12742,01/23/2018,ru,8
12743,02/15/2015,es,8
12744,02/27/2016,uk,8
12745,01/18/2017,pt,8
12746,08/15/2016,es,8
12747,03/31/2017,in,8
12748,03/31/2017,da,8
12749,08/12/2016,bg,8
12750,01/29/2017,uk,8
12751,06/28/2016,uk,8
12752,04/25/2014,uk,8
12753,04/30/2016,da,8
12754,11/20/2014,,8
12755,04/01/2015,de,8
12756,10/23/2016,in,8
12757,12/22/2016,sl,8
12758,06/02/2014,en,8
12759,05/21/2016,bg,8
12760,08/08/2014,no,8
12761,02/16/2017,ar,8
12762,12/06/2016,it,8
12763,12/28/2016,et,8
12764,12/27/2016,nl,8
12765,12/20/2012,bg,8
12766,01/09/2016,tl,8
12767,06/18/2013,,8
12768,01/24/2017,sv,8
12769,09/12/2016,bg,8
12770,12/07/2015,tr,8
12771,12/30/2017,en,8
12772,11/24/2015,sr,8
12773,06/08/2016,et,8
12774,04/06/2017,pt,8
12775,02/17/2017,fr,8
12776,02/13/2017,cs,8
12777,07/21/2017,es,8
12778,05/15/2016,uk,8
12779,10/26/2017,und,8
12780,12/26/2015,fr,8
12781,08/14/2016,bg,8
12782,02/03/2017,in,8
12783,10/25/2016,ht,8
12784,03/22/2017,tr,8
12785,01/04/2016,es,8
12786,02/13/2015,,8
12787,09/17/2013,,8
12788,03/02/2015,in,8
12789,03/22/2017,pl,8
12790,02/03/2014,bg,8
12791,11/12/2017,ar,8
12792,05/22/2015,fr,8
12793,02/21/2016,de,8
12794,01/26/2017,ht,8
12795,,it,8
12796,12/25/2016,es,8
12797,08/07/2016,uk,8
12798,02/20/2016,de,8
12799,07/29/2015,fr,8
12800,09/26/2016,uk,8
12801,06/29/2015,de,8
12802,12/22/2016,ht,8
12803,04/18/2013,bg,8
12804,06/17/2016,fr,8
12805,12/11/2016,cs,8
12806,02/09/2014,und,8
12807,07/05/2016,bg,8
12808,11/12/2014,,8
12809,01/28/2017,es,8
12810,02/11/2016,fr,8
12811,09/20/2015,tl,8
12812,01/02/2017,it,8
12813,08/08/2015,lt,8
12814,07/21/2016,uk,8
12815,07/18/2013,,8
12816,12/10/2011,ru,8
12817,03/31/2014,uk,8
12818,12/17/2016,tl,8
12819,01/18/2017,it,8
12820,11/10/2015,sr,8
12821,11/29/2016,da,8
12822,12/24/2015,es,8
12823,06/21/2016,cy,8
12824,08/12/2017,bg,8
12825,09/17/2016,tl,8
12826,02/08/2017,it,8
12827,01/26/2016,uk,8
12828,11/12/2017,ru,8
12829,07/14/2017,bg,8
12830,02/08/2016,es,8
12831,10/10/2013,,8
12832,03/31/2014,en,8
12833,12/22/2012,bg,8
12834,11/17/2016,bg,8
12835,12/28/2016,cs,8
12836,12/20/2015,tl,8
12837,11/25/2016,it,8
12838,02/10/2017,sr,8
12839,07/07/2017,es,8
12840,10/12/2017,bg,8
12841,05/27/2015,fr,8
12842,09/18/2017,bg,8
12843,09/24/2012,ru,8
12844,10/09/2014,,8
12845,11/19/2016,de,8
12846,10/12/2017,und,8
12847,01/15/2015,tl,8
12848,04/07/2016,de,8
12849,12/12/2016,tl,8
12850,06/13/2015,pt,8
12851,01/17/2014,bg,8
12852,04/09/2014,uk,8
12853,01/12/2016,it,8
12854,10/13/2013,und,8
12855,01/15/2015,fr,8
12856,03/07/2016,fr,8
12857,10/06/2016,uk,8
12858,03/09/2016,et,8
12859,03/22/2016,sv,8
12860,03/16/2016,fr,8
12861,04/03/2017,tr,8
12862,08/13/2015,ar,8
12863,03/21/2015,tl,8
12864,12/31/2015,bg,8
12865,05/30/2013,,8
12866,08/18/2015,no,8
12867,07/20/2016,cy,8
12868,01/21/2015,de,8
12869,10/02/2016,bg,8
12870,02/01/2014,uk,8
12871,02/11/2014,uk,8
12872,11/08/2016,sv,8
12873,10/22/2015,es,8
12874,07/04/2015,fr,8
12875,07/19/2016,bg,8
12876,02/13/2016,uk,8
12877,07/13/2017,in,8
12878,05/18/2013,,8
12879,12/28/2016,tl,8
12880,08/17/2014,lt,8
12881,12/13/2014,sv,8
12882,02/11/2015,de,8
12883,02/04/2015,ja,8
12884,07/18/2017,fr,8
12885,11/09/2016,ht,8
12886,10/10/2016,da,8
12887,07/19/2015,pt,8
12888,06/16/2016,es,8
12889,10/09/2013,,8
12890,08/26/2017,bg,8
12891,03/18/2015,da,8
12892,12/27/2015,fr,8
12893,02/07/2017,tr,8
12894,01/29/2015,pt,8
12895,09/02/2015,fr,8
12896,11/12/2011,ru,8
12897,04/23/2016,bg,8
12898,06/17/2015,fr,8
12899,01/22/2017,uk,8
12900,06/07/2013,,8
12901,08/05/2015,tr,8
12902,03/31/2017,ht,8
12903,07/20/2017,in,8
12904,02/25/2015,tl,8
12905,09/19/2016,ro,8
12906,01/20/2015,sr,8
12907,02/15/2015,,8
12908,04/22/2017,es,8
12909,09/02/2015,es,8
12910,11/04/2011,ru,8
12911,01/19/2015,et,8
12912,05/09/2014,bg,8
12913,04/08/2014,uk,8
12914,01/02/2013,bg,8
12915,03/28/2014,lt,8
12916,06/04/2015,in,8
12917,11/20/2013,und,8
12918,03/25/2017,tl,8
12919,11/23/2015,sl,8
12920,06/25/2016,fr,8
12921,03/15/2015,es,8
12922,12/03/2014,sr,8
12923,02/14/2014,und,8
12924,09/11/2016,uk,8
12925,12/16/2016,tl,8
12926,04/11/2013,bg,8
12927,07/19/2017,fr,8
12928,06/19/2014,it,8
12929,02/03/2015,fr,8
12930,10/29/2016,de,8
12931,02/11/2016,bg,8
12932,08/22/2016,fr,8
12933,01/01/2017,de,8
12934,10/07/2014,sk,8
12935,06/16/2017,bg,8
12936,04/09/2014,,8
12937,07/10/2016,bg,8
12938,04/27/2014,uk,8
12939,06/01/2017,sv,8
12940,11/07/2012,und,8
12941,05/15/2018,en,8
12942,10/31/2016,de,8
12943,05/12/2016,es,8
12944,02/05/2017,uk,8
12945,05/20/2016,ht,8
12946,04/28/2017,ht,8
12947,11/22/2014,sr,8
12948,02/08/2017,ht,8
12949,08/19/2014,et,8
12950,07/12/2015,nl,8
12951,11/14/2015,de,8
12952,01/16/2015,de,8
12953,04/08/2016,bg,8
12954,11/15/2015,de,8
12955,01/15/2017,ro,8
12956,04/15/2015,sr,8
12957,08/23/2015,no,8
12958,10/16/2017,uk,8
12959,08/28/2017,bg,8
12960,01/10/2015,es,8
12961,07/02/2015,de,8
12962,08/24/2014,fr,8
12963,08/27/2015,no,8
12964,11/26/2016,it,8
12965,10/29/2014,it,8
12966,01/03/2016,uk,8
12967,01/17/2014,und,8
12968,01/30/2015,sk,8
12969,03/17/2017,in,8
12970,01/19/2015,sr,8
12971,01/09/2015,cy,8
12972,10/27/2014,,8
12973,03/24/2014,uk,8
12974,05/31/2018,ru,8
12975,09/17/2016,pt,8
12976,03/12/2017,fr,8
12977,06/13/2015,et,8
12978,03/20/2016,es,8
12979,08/08/2017,es,8
12980,08/30/2013,,8
12981,11/09/2015,da,8
12982,04/16/2015,de,8
12983,10/08/2016,tl,8
12984,11/07/2016,bg,8
12985,07/22/2017,fr,8
12986,08/16/2015,no,8
12987,05/09/2016,uk,8
12988,08/02/2017,fr,8
12989,04/19/2015,in,8
12990,06/17/2016,tl,8
12991,12/17/2016,de,8
12992,08/28/2014,ro,8
12993,09/04/2016,uk,8
12994,09/05/2013,,8
12995,12/11/2016,es,8
12996,02/28/2016,uk,8
12997,02/12/2015,,8
12998,01/14/2017,et,8
12999,03/11/2016,sr,8
13000,05/23/2017,fr,8
13001,10/16/2015,sr,8
13002,07/13/2017,es,8
13003,08/06/2015,ar,8
13004,06/12/2017,ar,8
13005,01/19/2016,bg,8
13006,01/19/2015,fr,8
13007,06/04/2016,fr,8
13008,08/21/2015,pt,8
13009,06/07/2014,ja,8
13010,05/01/2017,es,8
13011,,und,8
13012,12/17/2016,it,8
13013,02/07/2015,fr,8
13014,07/20/2014,it,8
13015,12/02/2016,ht,8
13016,11/04/2016,es,8
13017,10/20/2016,fr,8
13018,04/16/2018,ru,8
13019,09/20/2017,uk,8
13020,09/09/2016,da,8
13021,08/01/2015,sr,8
13022,11/10/2014,fr,8
13023,08/09/2015,pl,8
13024,02/22/2016,bg,8
13025,02/12/2016,fr,8
13026,06/08/2014,en,8
13027,02/25/2016,es,8
13028,01/03/2017,it,8
13029,05/07/2016,fr,8
13030,05/28/2016,in,8
13031,03/06/2014,lt,8
13032,07/25/2017,fr,8
13033,01/12/2013,bg,8
13034,05/12/2013,,8
13035,12/14/2016,ht,8
13036,03/13/2015,ro,8
13037,07/23/2016,bg,8
13038,11/25/2016,in,8
13039,07/19/2014,it,8
13040,11/29/2015,fr,8
13041,11/12/2014,sr,8
13042,08/30/2015,hu,8
13043,01/31/2017,ht,8
13044,05/24/2012,ru,8
13045,12/31/2016,in,8
13046,08/03/2017,fr,8
13047,06/08/2016,es,8
13048,06/15/2016,da,8
13049,05/03/2017,es,8
13050,02/04/2014,uk,8
13051,07/06/2016,uk,8
13052,01/08/2017,ja,8
13053,02/10/2017,ht,8
13054,09/24/2016,uk,8
13055,03/17/2015,ro,8
13056,11/20/2016,cs,8
13057,05/02/2013,uk,8
13058,10/05/2014,ja,8
13059,01/23/2014,,8
13060,10/08/2014,,8
13061,05/25/2016,bg,8
13062,09/23/2015,sr,8
13063,11/07/2016,sv,8
13064,07/08/2015,ro,8
13065,07/22/2014,es,8
13066,01/05/2013,de,8
13067,01/11/2018,ru,8
13068,06/04/2017,fr,8
13069,11/30/2015,pt,8
13070,12/22/2015,no,8
13071,05/16/2015,fr,8
13072,06/15/2016,in,8
13073,04/17/2016,bg,8
13074,09/29/2016,es,8
13075,07/25/2014,tl,8
13076,02/06/2016,bg,8
13077,01/11/2017,it,8
13078,07/24/2017,bg,8
13079,01/11/2015,sv,8
13080,01/25/2016,fr,8
13081,08/20/2017,bg,8
13082,07/13/2017,bg,8
13083,01/17/2015,es,8
13084,06/10/2015,sk,8
13085,06/17/2017,uk,8
13086,12/02/2014,es,8
13087,05/15/2016,fr,8
13088,06/21/2018,ru,8
13089,01/15/2016,tr,8
13090,09/01/2016,bg,8
13091,10/21/2014,da,8
13092,01/30/2017,cy,8
13093,07/14/2015,fr,8
13094,10/14/2016,es,8
13095,04/30/2014,bg,8
13096,05/19/2016,fr,8
13097,08/18/2015,pt,8
13098,04/26/2015,in,8
13099,01/22/2016,bg,8
13100,10/20/2014,,8
13101,10/09/2016,in,8
13102,06/07/2018,ru,8
13103,01/21/2016,in,8
13104,05/04/2015,fr,8
13105,12/16/2017,ru,8
13106,09/23/2014,sr,8
13107,12/04/2011,ru,8
13108,09/19/2016,it,8
13109,08/24/2015,hu,8
13110,08/19/2014,it,8
13111,02/27/2017,es,8
13112,05/05/2016,uk,8
13113,09/03/2014,fr,8
13114,04/01/2015,pl,8
13115,04/03/2014,und,8
13116,01/29/2014,en,8
13117,08/26/2015,hu,8
13118,06/02/2015,tl,8
13119,03/27/2015,es,8
13120,12/05/2013,,8
13121,08/01/2016,bg,8
13122,12/15/2016,es,8
13123,03/01/2016,in,8
13124,08/08/2015,tr,8
13125,11/13/2016,de,8
13126,11/04/2014,ja,8
13127,09/14/2013,en,8
13128,09/04/2016,bg,8
13129,07/12/2014,sr,8
13130,03/16/2015,sr,8
13131,01/28/2015,es,8
13132,10/23/2015,sr,8
13133,03/21/2015,cy,8
13134,08/09/2015,sv,8
13135,01/31/2016,fr,8
13136,02/08/2015,da,8
13137,06/19/2015,fr,8
13138,08/08/2015,hu,8
13139,01/07/2016,ja,8
13140,10/07/2012,und,8
13141,11/03/2016,in,8
13142,10/07/2015,sr,8
13143,12/09/2011,ru,8
13144,02/13/2016,fr,8
13145,03/02/2017,it,8
13146,06/21/2013,,8
13147,07/01/2017,uk,8
13148,07/11/2017,fr,8
13149,08/19/2014,fr,8
13150,01/02/2017,in,8
13151,09/13/2017,bg,8
13152,07/02/2016,bg,8
13153,11/27/2014,es,8
13154,12/23/2017,ru,8
13155,04/27/2016,fr,8
13156,08/13/2015,bs,8
13157,05/05/2015,fr,8
13158,02/03/2014,uk,8
13159,04/01/2016,fr,8
13160,02/20/2015,et,8
13161,07/13/2015,tl,8
13162,04/08/2017,sv,8
13163,09/30/2015,de,8
13164,11/26/2015,es,8
13165,10/10/2014,it,8
13166,04/23/2018,en,8
13167,10/27/2016,es,8
13168,06/18/2018,ru,8
13169,08/29/2017,bg,8
13170,04/07/2014,und,8
13171,01/18/2018,ru,8
13172,08/26/2015,lt,8
13173,03/18/2014,bg,8
13174,05/22/2015,bg,8
13175,07/29/2016,da,8
13176,01/22/2017,fr,8
13177,07/17/2016,bg,8
13178,01/06/2017,in,8
13179,03/14/2015,fr,8
13180,03/10/2015,es,8
13181,08/23/2013,,8
13182,05/27/2014,en,8
13183,01/12/2015,cy,8
13184,01/11/2015,ht,8
13185,08/16/2014,tl,8
13186,07/22/2015,de,8
13187,06/22/2016,uk,8
13188,07/24/2016,uk,8
13189,06/01/2013,,8
13190,01/08/2015,da,8
13191,03/09/2014,en,8
13192,12/09/2016,no,8
13193,04/27/2015,pl,8
13194,07/24/2016,de,8
13195,08/28/2016,bg,8
13196,11/23/2016,lt,8
13197,03/18/2017,et,8
13198,11/17/2017,de,8
13199,08/03/2017,ht,8
13200,07/01/2015,fr,8
13201,10/18/2016,ht,8
13202,07/20/2013,en,8
13203,01/15/2014,en,8
13204,01/05/2015,,8
13205,06/05/2015,ro,8
13206,06/01/2018,ru,8
13207,04/28/2016,fr,8
13208,09/20/2015,et,8
13209,10/30/2014,sr,8
13210,04/19/2014,,8
13211,05/07/2015,fr,8
13212,12/03/2016,pt,8
13213,11/29/2016,in,8
13214,12/09/2016,in,8
13215,11/19/2013,und,8
13216,03/01/2017,ht,8
13217,11/08/2014,sr,8
13218,10/24/2015,fr,8
13219,10/21/2013,und,8
13220,06/12/2015,da,8
13221,04/20/2016,it,8
13222,11/25/2014,sr,8
13223,12/07/2015,pt,8
13224,04/30/2014,uk,8
13225,04/04/2014,bg,8
13226,10/17/2016,in,8
13227,12/06/2015,es,8
13228,06/07/2014,bg,8
13229,03/13/2017,tl,8
13230,01/02/2017,bg,8
13231,11/25/2014,ja,8
13232,08/15/2015,ar,8
13233,12/31/2016,bg,8
13234,02/14/2015,es,8
13235,05/05/2017,es,8
13236,12/27/2016,tl,8
13237,10/07/2015,es,8
13238,04/12/2016,de,8
13239,11/12/2016,ht,8
13240,12/29/2016,bg,8
13241,10/31/2015,de,8
13242,12/24/2015,fr,8
13243,04/05/2016,fr,8
13244,08/02/2017,tl,8
13245,01/09/2015,no,8
13246,12/31/2015,fr,8
13247,10/31/2013,,8
13248,02/19/2017,es,8
13249,09/19/2016,bg,8
13250,05/21/2013,,8
13251,08/11/2016,bg,8
13252,07/17/2017,es,8
13253,10/31/2016,tr,8
13254,01/24/2017,bg,7
13255,08/16/2013,,7
13256,02/22/2016,fr,7
13257,07/24/2016,bg,7
13258,04/28/2016,bg,7
13259,10/17/2016,tr,7
13260,06/11/2013,,7
13261,03/24/2018,ru,7
13262,07/20/2016,pl,7
13263,01/07/2016,cs,7
13264,05/02/2017,cs,7
13265,03/19/2015,da,7
13266,09/15/2014,sr,7
13267,03/10/2016,es,7
13268,03/07/2015,es,7
13269,07/21/2014,bs,7
13270,10/06/2014,hr,7
13271,10/07/2016,et,7
13272,02/24/2015,fr,7
13273,02/08/2017,da,7
13274,10/15/2015,fr,7
13275,10/26/2016,es,7
13276,07/07/2014,sr,7
13277,10/11/2017,uk,7
13278,09/27/2016,eu,7
13279,08/03/2013,bg,7
13280,11/24/2016,pt,7
13281,12/03/2015,fr,7
13282,05/22/2013,,7
13283,03/21/2015,sr,7
13284,07/10/2015,tl,7
13285,12/08/2016,da,7
13286,11/06/2015,es,7
13287,08/11/2014,it,7
13288,09/12/2016,ht,7
13289,10/07/2015,ro,7
13290,11/03/2017,ru,7
13291,10/23/2016,tl,7
13292,05/29/2015,ht,7
13293,01/19/2015,ht,7
13294,09/29/2017,bg,7
13295,02/08/2014,bg,7
13296,06/09/2015,in,7
13297,09/13/2015,sl,7
13298,05/04/2015,sr,7
13299,03/10/2017,sr,7
13300,06/14/2014,sr,7
13301,02/07/2016,uk,7
13302,01/02/2015,it,7
13303,05/21/2015,fr,7
13304,04/03/2017,ht,7
13305,01/17/2016,tr,7
13306,10/13/2016,ht,7
13307,07/16/2015,da,7
13308,05/16/2016,uk,7
13309,08/18/2017,fr,7
13310,12/07/2016,tl,7
13311,04/03/2015,et,7
13312,02/21/2015,ht,7
13313,11/17/2015,sl,7
13314,09/10/2016,uk,7
13315,01/30/2015,da,7
13316,03/10/2016,fr,7
13317,02/24/2016,de,7
13318,06/29/2016,in,7
13319,02/07/2017,es,7
13320,01/11/2017,sv,7
13321,01/14/2017,pl,7
13322,12/14/2014,ht,7
13323,09/04/2017,bg,7
13324,07/18/2017,in,7
13325,11/21/2015,de,7
13326,02/24/2014,und,7
13327,10/08/2016,in,7
13328,07/28/2017,bg,7
13329,12/01/2015,ro,7
13330,03/05/2015,sk,7
13331,03/16/2015,pt,7
13332,11/08/2014,ja,7
13333,08/12/2016,fr,7
13334,04/16/2017,ht,7
13335,03/31/2016,cs,7
13336,02/01/2016,es,7
13337,10/24/2016,in,7
13338,01/29/2016,cs,7
13339,06/04/2017,bg,7
13340,12/01/2016,in,7
13341,02/14/2015,ht,7
13342,07/14/2016,fr,7
13343,09/20/2016,fr,7
13344,03/15/2017,ht,7
13345,04/30/2017,ja,7
13346,03/21/2015,pt,7
13347,06/29/2014,it,7
13348,01/08/2016,es,7
13349,06/04/2015,da,7
13350,01/22/2015,ja,7
13351,06/24/2017,uk,7
13352,05/23/2016,bg,7
13353,03/17/2016,et,7
13354,10/21/2015,es,7
13355,10/14/2016,fr,7
13356,02/25/2016,fr,7
13357,04/21/2016,bg,7
13358,03/15/2017,in,7
13359,12/08/2016,de,7
13360,08/14/2015,hu,7
13361,08/28/2015,bs,7
13362,10/16/2016,in,7
13363,10/07/2016,bg,7
13364,10/11/2015,et,7
13365,03/22/2017,da,7
13366,10/01/2014,,7
13367,09/22/2014,ja,7
13368,07/16/2014,it,7
13369,03/12/2016,es,7
13370,11/26/2016,nl,7
13371,02/03/2015,sr,7
13372,08/13/2017,in,7
13373,02/22/2017,in,7
13374,12/02/2014,sr,7
13375,05/16/2016,is,7
13376,08/13/2015,sr,7
13377,08/15/2016,da,7
13378,10/19/2016,pt,7
13379,01/23/2016,fr,7
13380,03/28/2017,et,7
13381,07/11/2017,in,7
13382,12/20/2015,sr,7
13383,04/23/2015,sr,7
13384,11/21/2014,,7
13385,07/18/2017,es,7
13386,05/29/2015,da,7
13387,09/07/2016,bg,7
13388,08/05/2015,hr,7
13389,05/15/2015,tl,7
13390,11/10/2015,fr,7
13391,06/09/2017,bg,7
13392,08/24/2016,cy,7
13393,08/02/2015,sr,7
13394,03/27/2015,in,7
13395,08/22/2014,pt,7
13396,01/13/2015,ja,7
13397,01/21/2016,it,7
13398,12/18/2014,ja,7
13399,07/27/2016,bg,7
13400,02/04/2017,es,7
13401,06/06/2015,et,7
13402,07/13/2015,fr,7
13403,02/06/2016,in,7
13404,08/06/2013,,7
13405,01/20/2016,tl,7
13406,04/19/2017,es,7
13407,10/09/2017,und,7
13408,01/19/2015,pt,7
13409,10/05/2017,und,7
13410,10/23/2014,de,7
13411,05/15/2015,fi,7
13412,03/17/2015,pt,7
13413,02/16/2015,et,7
13414,01/10/2015,sv,7
13415,11/03/2016,bg,7
13416,09/10/2014,vi,7
13417,11/06/2016,ht,7
13418,01/17/2017,sr,7
13419,07/26/2017,fr,7
13420,11/22/2015,sr,7
13421,07/12/2017,bg,7
13422,07/23/2016,uk,7
13423,03/20/2017,sr,7
13424,02/28/2017,nl,7
13425,11/29/2015,no,7
13426,08/03/2017,in,7
13427,11/30/2015,sr,7
13428,12/10/2015,et,7
13429,03/17/2015,et,7
13430,04/11/2017,in,7
13431,01/21/2012,ru,7
13432,04/22/2016,bg,7
13433,05/03/2017,tr,7
13434,02/14/2017,in,7
13435,02/17/2014,uk,7
13436,02/23/2017,in,7
13437,10/04/2014,,7
13438,07/08/2017,bg,7
13439,03/01/2017,tr,7
13440,04/04/2014,und,7
13441,07/12/2016,bg,7
13442,06/11/2015,ht,7
13443,01/05/2017,fr,7
13444,01/26/2016,es,7
13445,01/26/2017,sv,7
13446,08/20/2016,bg,7
13447,01/01/2017,in,7
13448,08/23/2016,fr,7
13449,08/04/2017,es,7
13450,06/11/2015,da,7
13451,01/02/2017,hu,7
13452,08/17/2015,lt,7
13453,02/20/2014,und,7
13454,08/08/2015,no,7
13455,05/11/2015,sr,7
13456,10/08/2015,da,7
13457,01/03/2017,in,7
13458,01/14/2014,en,7
13459,03/25/2015,de,7
13460,03/30/2017,ht,7
13461,09/02/2011,ru,7
13462,02/26/2016,it,7
13463,08/16/2017,nl,7
13464,11/07/2016,sr,7
13465,11/06/2016,bg,7
13466,11/11/2016,es,7
13467,01/20/2014,und,7
13468,12/09/2016,pl,7
13469,07/06/2016,es,7
13470,11/10/2016,es,7
13471,08/11/2015,tr,7
13472,08/06/2016,uk,7
13473,10/16/2013,bg,7
13474,12/15/2016,fr,7
13475,08/21/2017,bg,7
13476,08/30/2014,lv,7
13477,04/30/2016,uk,7
13478,11/28/2015,hu,7
13479,12/10/2016,it,7
13480,01/30/2017,bg,7
13481,02/08/2014,und,7
13482,04/13/2017,ht,7
13483,09/01/2016,uk,7
13484,06/29/2016,ht,7
13485,10/10/2016,cy,7
13486,08/23/2016,uk,7
13487,08/10/2016,it,7
13488,05/16/2016,ro,7
13489,08/22/2015,lt,7
13490,03/31/2016,es,7
13491,04/21/2015,ro,7
13492,03/21/2015,tr,7
13493,07/27/2016,tl,7
13494,09/20/2013,,7
13495,08/11/2014,hu,7
13496,05/26/2012,ru,7
13497,11/04/2016,ht,7
13498,05/01/2017,in,7
13499,08/09/2015,no,7
13500,11/15/2014,sk,7
13501,02/25/2017,fr,7
13502,01/30/2016,fr,7
13503,07/10/2016,uk,7
13504,01/17/2016,bg,7
13505,02/09/2016,et,7
13506,12/01/2016,fr,7
13507,08/26/2016,bg,7
13508,12/27/2011,ru,7
13509,07/23/2017,fr,7
13510,08/31/2013,en,7
13511,07/12/2015,fr,7
13512,03/27/2017,et,7
13513,04/18/2016,cy,7
13514,04/26/2016,fr,7
13515,05/30/2014,uk,7
13516,12/14/2016,tr,7
13517,08/20/2015,lt,7
13518,02/03/2016,fa,7
13519,08/12/2016,no,7
13520,01/12/2017,fr,7
13521,02/06/2017,tl,7
13522,01/06/2013,tl,7
13523,12/13/2014,fr,7
13524,07/31/2013,,7
13525,08/11/2017,et,7
13526,03/20/2015,fr,7
13527,01/10/2013,id,7
13528,08/27/2013,en,7
13529,01/19/2017,ht,7
13530,08/06/2017,bg,7
13531,04/27/2017,ht,7
13532,11/29/2016,de,7
13533,11/10/2014,da,7
13534,07/18/2013,bg,7
13535,05/16/2010,ru,7
13536,06/17/2016,da,7
13537,10/18/2016,in,7
13538,08/16/2017,no,7
13539,09/05/2016,tl,7
13540,06/08/2016,bg,7
13541,04/01/2014,en,7
13542,03/11/2017,in,7
13543,07/13/2016,uk,7
13544,09/14/2016,bg,7
13545,03/04/2016,bg,7
13546,05/31/2016,bg,7
13547,10/21/2015,sr,7
13548,01/18/2016,de,7
13549,09/04/2013,,7
13550,06/10/2015,tl,7
13551,11/05/2017,ru,7
13552,08/15/2014,sk,7
13553,04/12/2013,bg,7
13554,09/09/2016,bg,7
13555,02/08/2015,cy,7
13556,07/13/2014,ro,7
13557,08/01/2017,fr,7
13558,06/23/2015,sr,7
13559,12/18/2016,ht,7
13560,04/05/2016,in,7
13561,01/14/2016,es,7
13562,06/01/2016,uk,7
13563,12/02/2016,ro,7
13564,08/27/2013,und,7
13565,08/27/2014,tl,7
13566,11/11/2015,es,7
13567,12/23/2014,,7
13568,04/01/2015,bs,7
13569,11/10/2014,tr,7
13570,11/22/2015,sk,7
13571,07/21/2017,bg,7
13572,09/18/2015,sr,7
13573,07/31/2016,uk,7
13574,07/13/2015,nl,7
13575,03/26/2017,nl,7
13576,10/06/2016,ro,7
13577,06/25/2017,uk,7
13578,01/25/2015,tl,7
13579,04/29/2015,tl,7
13580,04/04/2015,cy,7
13581,03/15/2016,fr,7
13582,05/03/2016,es,7
13583,02/29/2016,ht,7
13584,10/11/2015,tr,7
13585,07/03/2015,de,7
13586,05/28/2015,in,7
13587,05/22/2017,fr,7
13588,08/17/2016,es,7
13589,04/23/2015,in,7
13590,01/07/2018,ru,7
13591,10/28/2015,in,7
13592,04/09/2017,pt,7
13593,09/21/2016,es,7
13594,09/12/2016,it,7
13595,03/28/2017,vi,7
13596,09/18/2014,in,7
13597,03/25/2018,ru,7
13598,05/01/2017,tr,7
13599,08/16/2016,cy,7
13600,03/19/2015,et,7
13601,02/16/2016,bg,7
13602,08/23/2016,nl,7
13603,06/11/2017,nl,7
13604,03/16/2015,et,7
13605,07/07/2017,nl,7
13606,01/24/2017,pt,7
