,tweet_time,tweet_language,count
4500,10/14/2014,bg,128
4501,04/04/2010,,128
4502,09/24/2015,und,127
4503,03/13/2017,de,127
4504,08/02/2014,und,127
4505,10/17/2017,en,127
4506,07/27/2013,ru,127
4507,12/25/2014,und,127
4508,04/12/2010,,127
4509,03/22/2015,uk,127
4510,04/09/2010,,127
4511,08/30/2015,ht,127
4512,02/12/2016,und,127
4513,02/24/2016,und,127
4514,12/17/2014,en,127
4515,07/20/2017,und,127
4516,11/22/2015,uk,127
4517,08/12/2015,et,126
4518,08/25/2015,et,126
4519,08/29/2015,in,126
4520,07/08/2017,und,126
4521,03/14/2012,,126
4522,11/19/2014,und,126
4523,12/30/2013,ru,126
4524,10/23/2015,und,126
4525,09/23/2014,bg,126
4526,03/25/2016,und,126
4527,01/08/2013,id,126
4528,08/05/2015,et,126
4529,10/06/2015,und,125
4530,03/27/2016,und,125
4531,04/08/2016,und,125
4532,11/03/2014,uk,125
4533,09/29/2013,ru,125
4534,02/19/2012,,125
4535,03/23/2016,und,125
4536,08/21/2013,ru,125
4537,09/22/2014,uk,125
4538,08/17/2015,ht,125
4539,08/14/2016,und,125
4540,08/31/2015,und,125
4541,08/05/2015,ht,125
4542,11/19/2015,uk,125
4543,07/27/2017,und,125
4544,03/12/2016,und,124
4545,06/23/2014,bg,124
4546,02/03/2015,uk,124
4547,11/07/2015,und,124
4548,04/28/2015,uk,124
4549,02/07/2016,und,124
4550,09/12/2014,bg,124
4551,09/15/2013,ru,124
4552,08/04/2015,ht,124
4553,06/09/2015,und,124
4554,05/27/2016,und,124
4555,05/07/2015,uk,124
4556,08/31/2016,de,124
4557,08/04/2016,de,124
4558,12/01/2014,,124
4559,09/10/2014,tr,124
4560,11/20/2015,uk,123
4561,10/06/2014,und,123
4562,04/22/2015,und,123
4563,02/10/2015,uk,123
4564,01/30/2015,uk,123
4565,11/17/2014,en,123
4566,02/10/2012,,123
4567,09/12/2015,und,123
4568,08/09/2016,de,123
4569,01/19/2015,uk,123
4570,05/18/2017,und,123
4571,09/29/2015,und,123
4572,09/28/2016,und,122
4573,08/21/2016,und,122
4574,08/28/2015,ht,122
4575,07/29/2013,ru,122
4576,11/21/2015,uk,122
4577,04/03/2012,,122
4578,12/15/2014,uk,122
4579,07/24/2016,und,122
4580,08/05/2013,ru,121
4581,02/28/2012,,121
4582,12/28/2015,und,121
4583,06/26/2014,bg,121
4584,09/01/2015,uk,121
4585,08/09/2013,ru,121
4586,11/17/2014,bg,121
4587,09/19/2014,uk,121
4588,09/06/2014,und,121
4589,08/23/2014,bg,121
4590,08/15/2015,et,121
4591,09/03/2017,en,121
4592,07/10/2017,und,121
4593,12/13/2014,und,121
4594,08/10/2013,ru,120
4595,05/31/2017,und,120
4596,07/17/2016,und,120
4597,02/02/2016,und,120
4598,02/03/2012,,120
4599,09/28/2015,bg,120
4600,10/03/2016,und,120
4601,02/20/2016,und,120
4602,08/08/2013,ru,120
4603,08/28/2014,bg,120
4604,05/14/2013,ru,120
4605,02/13/2015,uk,120
4606,06/16/2016,und,120
4607,08/31/2015,in,120
4608,10/27/2015,und,120
4609,12/25/2014,uk,120
4610,09/21/2014,uk,120
4611,03/31/2013,,119
4612,04/15/2017,de,119
4613,10/05/2016,und,119
4614,02/16/2016,und,119
4615,01/18/2015,uk,119
4616,04/08/2010,,119
4617,11/15/2015,und,119
4618,11/16/2015,uk,119
4619,06/07/2017,und,119
4620,08/18/2015,ht,119
4621,08/04/2014,uk,119
4622,05/06/2017,und,119
4623,09/30/2014,bg,119
4624,10/29/2015,und,119
4625,06/04/2015,und,119
4626,02/29/2016,ar,119
4627,12/11/2014,uk,118
4628,08/10/2015,uk,118
4629,09/21/2013,ru,118
4630,10/06/2013,ru,118
4631,01/05/2016,und,118
4632,10/06/2015,uk,118
4633,08/25/2013,ru,118
4634,03/29/2012,,118
4635,10/18/2014,uk,118
4636,09/08/2014,en,118
4637,07/24/2014,en,118
4638,11/09/2014,und,118
4639,12/29/2013,ru,118
4640,08/23/2016,de,117
4641,06/07/2016,und,117
4642,06/10/2016,und,117
4643,06/12/2015,uk,117
4644,04/03/2015,uk,117
4645,08/03/2016,de,117
4646,01/21/2015,und,117
4647,12/06/2014,und,117
4648,10/05/2014,bg,117
4649,02/15/2012,,117
4650,09/16/2014,uk,117
4651,08/29/2015,und,117
4652,02/13/2012,,116
4653,03/05/2010,,116
4654,02/18/2015,uk,116
4655,04/05/2010,,116
4656,08/29/2014,und,116
4657,03/07/2015,uk,116
4658,08/16/2015,in,116
4659,08/15/2015,tl,116
4660,02/28/2015,uk,116
4661,02/18/2012,,116
4662,06/08/2010,,116
4663,07/01/2013,ru,116
4664,03/04/2017,de,115
4665,08/05/2014,und,115
4666,09/12/2014,in,115
4667,08/28/2015,et,115
4668,07/11/2014,uk,115
4669,10/05/2017,de,115
4670,07/03/2014,und,115
4671,11/06/2015,und,115
4672,07/26/2014,und,115
4673,05/24/2017,und,115
4674,09/05/2016,de,114
4675,04/22/2015,uk,114
4676,10/25/2015,und,114
4677,02/04/2012,,114
4678,03/11/2012,,114
4679,08/23/2015,uk,114
4680,03/01/2010,,114
4681,02/25/2015,und,114
4682,11/04/2015,und,114
4683,03/22/2016,ar,114
4684,05/26/2017,und,114
4685,07/26/2016,de,114
4686,02/23/2015,und,114
4687,10/18/2017,en,114
4688,12/31/2013,ru,114
4689,12/17/2015,uk,114
4690,01/24/2016,und,114
4691,05/06/2015,uk,113
4692,12/03/2014,uk,113
4693,07/29/2014,und,113
4694,09/22/2014,und,113
4695,04/06/2010,,113
4696,05/08/2010,,113
4697,06/30/2014,bg,113
4698,10/18/2017,de,112
4699,03/25/2016,ar,112
4700,04/11/2010,,112
4701,09/04/2015,und,112
4702,06/12/2015,in,112
4703,07/17/2017,und,112
4704,03/28/2012,,112
4705,06/07/2013,ru,112
4706,11/24/2013,ru,112
4707,09/30/2014,und,112
4708,03/15/2010,,112
4709,08/20/2015,et,112
4710,08/06/2015,sk,112
4711,03/13/2015,bg,112
4712,06/23/2014,und,112
4713,05/23/2017,und,112
4714,01/28/2014,tr,111
4715,12/01/2015,uk,111
4716,10/12/2017,de,111
4717,08/04/2015,et,111
4718,12/11/2014,en,111
4719,02/16/2010,,111
4720,04/23/2013,,111
4721,04/01/2015,bg,111
4722,03/30/2012,,111
4723,02/02/2012,,111
4724,03/20/2015,uk,111
4725,03/31/2015,uk,111
4726,01/12/2015,und,111
4727,09/05/2015,und,111
4728,06/22/2014,bg,111
4729,10/19/2017,de,111
4730,03/23/2012,,111
4731,07/06/2017,und,111
4732,07/16/2017,und,111
4733,12/19/2012,,110
4734,09/23/2015,und,110
4735,04/08/2015,und,110
4736,12/28/2015,uk,110
4737,05/09/2017,und,110
4738,09/28/2014,uk,110
4739,07/12/2017,und,110
4740,10/22/2015,uk,109
4741,12/13/2014,bg,109
4742,08/21/2015,in,109
4743,07/21/2014,en,109
4744,04/14/2015,uk,109
4745,02/17/2015,uk,109
4746,11/15/2014,und,109
4747,12/04/2015,ar,109
4748,11/12/2015,und,109
4749,08/29/2015,ht,109
4750,01/06/2016,und,109
4751,08/26/2015,et,109
4752,11/18/2015,und,109
4753,08/24/2015,et,109
4754,10/30/2014,uk,109
4755,11/08/2015,und,109
4756,10/06/2014,bg,109
4757,07/14/2015,und,109
4758,03/23/2010,,109
4759,04/29/2015,uk,109
4760,10/03/2015,und,109
4761,12/13/2017,en,109
4762,07/18/2014,en,108
4763,08/03/2014,en,108
4764,08/28/2015,und,108
4765,11/27/2017,und,108
4766,11/25/2015,und,108
4767,01/17/2016,ar,108
4768,02/19/2015,uk,108
4769,11/01/2014,uk,108
4770,02/11/2010,,108
4771,07/08/2013,ru,108
4772,04/21/2016,und,108
4773,08/02/2014,en,108
4774,04/30/2016,ar,108
4775,02/26/2010,,108
4776,02/02/2015,und,108
4777,02/17/2015,bg,108
4778,03/03/2010,,107
4779,01/25/2014,tr,107
4780,10/24/2014,und,107
4781,10/22/2014,bg,107
4782,07/09/2017,und,107
4783,04/23/2015,uk,107
4784,09/10/2014,,107
4785,12/29/2014,und,107
4786,07/13/2014,uk,107
4787,12/07/2014,bg,107
4788,11/06/2014,und,107
4789,08/30/2015,et,107
4790,11/16/2015,und,107
4791,09/04/2014,uk,107
4792,02/12/2015,uk,106
4793,11/30/2017,und,106
4794,07/02/2013,ru,106
4795,07/21/2015,und,106
4796,10/31/2015,und,106
4797,02/16/2015,uk,106
4798,10/17/2017,de,106
4799,02/27/2010,,106
4800,01/23/2015,uk,106
4801,04/08/2012,,106
4802,09/10/2013,ru,106
4803,08/19/2015,und,106
4804,11/17/2014,und,106
4805,07/16/2015,uk,106
4806,01/31/2013,,106
4807,08/06/2015,tl,106
4808,08/11/2015,und,106
4809,08/05/2014,en,106
4810,01/21/2016,und,106
4811,08/13/2015,et,106
4812,01/20/2015,bg,106
4813,03/19/2018,en,105
4814,05/29/2014,bg,105
4815,10/26/2014,bg,105
4816,10/20/2017,de,105
4817,12/16/2015,uk,105
4818,10/16/2017,de,105
4819,10/21/2015,und,105
4820,07/12/2013,ru,105
4821,02/24/2015,uk,105
4822,12/14/2013,ru,105
4823,05/08/2015,uk,105
4824,12/02/2014,bg,105
4825,09/09/2015,uk,105
4826,10/09/2017,de,105
4827,05/13/2015,uk,105
4828,10/06/2017,de,105
4829,01/26/2016,und,105
4830,08/13/2015,und,105
4831,07/19/2013,ru,105
4832,10/02/2010,,105
4833,08/15/2014,sr,105
4834,07/13/2016,de,105
4835,06/21/2014,uk,104
4836,12/05/2017,und,104
4837,01/11/2016,und,104
4838,10/17/2014,und,104
4839,06/09/2017,und,104
4840,01/31/2015,uk,104
4841,12/08/2015,uk,104
4842,08/31/2013,ru,104
4843,08/21/2015,ht,104
4844,06/18/2014,uk,104
4845,06/20/2016,de,103
4846,12/08/2014,uk,103
4847,04/30/2015,uk,103
4848,08/27/2015,sk,103
4849,03/30/2015,uk,103
4850,02/25/2015,uk,103
4851,08/17/2015,et,103
4852,02/22/2015,uk,103
4853,04/17/2015,bg,103
4854,04/21/2011,,103
4855,05/19/2013,ru,103
4856,11/01/2015,und,103
4857,08/28/2013,ru,103
4858,10/10/2017,de,103
4859,03/04/2016,und,103
4860,09/06/2014,uk,103
4861,10/08/2014,und,103
4862,12/14/2017,en,103
4863,05/08/2015,und,103
4864,11/24/2015,bg,103
4865,06/26/2013,ru,103
4866,03/26/2010,,102
4867,08/15/2016,de,102
4868,05/07/2015,und,102
4869,09/25/2015,und,102
4870,10/26/2015,und,102
4871,08/18/2012,ru,102
4872,10/13/2017,de,102
4873,06/26/2017,und,102
4874,02/04/2016,ar,102
4875,03/09/2015,bg,102
4876,04/24/2015,und,102
4877,07/09/2014,und,101
4878,03/18/2015,tl,101
4879,06/04/2017,und,101
4880,01/31/2018,en,101
4881,11/03/2015,und,101
4882,08/21/2016,de,101
4883,09/04/2014,und,101
4884,03/26/2016,und,101
4885,06/10/2013,ru,101
4886,06/09/2016,und,101
4887,09/29/2014,bg,101
4888,01/05/2014,ru,101
4889,02/17/2010,,101
4890,04/13/2010,,101
4891,05/09/2015,uk,101
4892,03/12/2010,,101
4893,02/06/2015,und,100
4894,06/14/2013,ru,100
4895,11/25/2014,uk,100
4896,05/06/2015,bg,100
4897,08/23/2015,et,100
4898,01/29/2015,uk,100
4899,04/02/2012,,100
4900,08/17/2016,de,100
4901,10/20/2014,uk,100
4902,03/27/2013,,100
4903,08/19/2015,tl,100
4904,10/13/2017,en,100
4905,09/17/2014,und,100
4906,08/04/2015,de,100
4907,07/26/2017,und,100
4908,05/28/2016,und,100
4909,07/17/2014,en,100
4910,07/05/2013,ru,100
4911,06/15/2017,und,100
4912,03/18/2015,fr,99
4913,12/11/2015,uk,99
4914,10/23/2014,und,99
4915,10/24/2015,bg,99
4916,05/17/2017,und,99
4917,05/02/2016,de,99
4918,08/04/2015,sl,99
4919,01/09/2016,und,99
4920,03/03/2016,und,99
4921,12/18/2015,uk,99
4922,02/09/2012,,99
4923,03/23/2015,uk,99
4924,08/04/2015,in,99
4925,05/12/2017,und,99
4926,12/01/2014,uk,98
4927,10/22/2014,und,98
4928,05/15/2013,ru,98
4929,09/12/2015,uk,98
4930,08/13/2014,sr,98
4931,12/15/2012,,98
4932,12/21/2015,uk,98
4933,07/06/2014,und,98
4934,09/29/2014,und,98
4935,08/31/2015,ht,98
4936,01/17/2015,uk,98
4937,03/31/2010,,98
4938,08/08/2015,in,98
4939,05/01/2016,ar,98
4940,06/29/2013,ru,98
4941,10/11/2017,de,98
4942,08/29/2014,bg,98
4943,11/23/2015,und,97
4944,06/25/2015,und,97
4945,08/30/2013,ru,97
4946,07/04/2013,ru,97
4947,10/31/2014,uk,97
4948,06/05/2015,und,97
4949,03/08/2012,,97
4950,08/04/2015,uk,97
4951,05/03/2016,de,97
4952,11/15/2015,bg,97
4953,07/18/2015,uk,97
4954,08/13/2015,ht,97
4955,10/19/2014,bg,97
4956,01/12/2017,de,97
4957,05/16/2017,und,97
4958,07/07/2014,und,97
4959,03/27/2015,bg,97
4960,04/29/2015,und,97
4961,05/04/2016,ar,97
4962,01/03/2015,und,96
4963,01/16/2015,und,96
4964,03/01/2015,uk,96
4965,10/22/2014,sr,96
4966,07/06/2016,de,96
4967,06/14/2016,und,96
4968,10/27/2015,bg,96
4969,02/29/2016,und,96
4970,07/29/2016,de,96
4971,12/14/2012,,96
4972,10/04/2016,und,96
4973,12/31/2015,und,96
4974,09/11/2014,et,95
4975,07/03/2013,ru,95
4976,08/27/2015,uk,95
4977,01/28/2015,uk,95
4978,08/03/2014,,95
4979,10/02/2016,und,95
4980,06/20/2013,ru,95
4981,07/11/2014,bg,95
4982,12/08/2011,,95
4983,01/22/2015,bg,95
4984,03/17/2012,,95
4985,04/14/2015,bg,95
4986,05/29/2015,bg,95
4987,06/21/2016,de,95
4988,07/15/2014,en,95
4989,01/14/2015,und,95
4990,08/22/2015,et,95
4991,09/09/2016,und,95
4992,09/02/2016,de,95
4993,03/02/2016,und,95
4994,08/25/2016,de,94
4995,03/04/2010,,94
4996,03/01/2015,und,94
4997,11/07/2014,bg,94
4998,03/31/2015,bg,94
4999,08/30/2016,de,94
5000,01/13/2016,und,94
5001,06/23/2014,uk,94
5002,06/24/2013,ru,94
5003,08/08/2014,sr,94
5004,02/04/2010,,94
5005,07/28/2013,ru,94
5006,05/22/2017,und,94
5007,09/04/2013,ru,94
5008,11/22/2015,und,94
5009,08/27/2015,et,94
5010,06/07/2014,und,94
5011,06/30/2017,und,94
5012,06/11/2013,ru,94
5013,09/14/2014,uk,94
5014,07/24/2017,und,94
5015,11/02/2015,und,94
5016,05/29/2016,und,94
5017,02/06/2013,,94
5018,11/24/2015,uk,93
5019,05/13/2013,ru,93
5020,02/15/2018,en,93
5021,05/24/2013,ru,93
5022,10/01/2014,und,93
5023,08/16/2015,uk,93
5024,09/05/2014,uk,93
5025,01/08/2016,und,93
5026,01/16/2016,und,93
5027,06/10/2017,und,93
5028,10/19/2016,in,93
5029,04/22/2014,und,93
5030,10/22/2015,und,93
5031,10/11/2014,bg,93
5032,08/07/2015,in,93
5033,04/26/2015,uk,93
5034,01/13/2018,en,93
5035,10/15/2017,de,93
5036,03/09/2010,,93
5037,10/25/2015,uk,93
5038,03/13/2010,,93
5039,09/17/2015,und,93
5040,09/30/2010,,93
5041,10/16/2014,und,93
5042,08/29/2016,de,93
5043,11/04/2014,uk,93
5044,04/29/2016,de,92
5045,08/20/2015,sk,92
5046,04/21/2010,,92
5047,06/19/2014,bg,92
5048,12/05/2015,uk,92
5049,12/21/2013,ru,92
5050,06/06/2014,und,92
5051,04/27/2015,uk,92
5052,07/10/2014,bg,92
5053,08/28/2016,de,92
5054,02/26/2015,uk,92
5055,02/06/2015,bg,92
5056,12/10/2012,ru,92
5057,11/02/2014,uk,92
5058,09/06/2015,und,92
5059,11/09/2015,und,92
5060,06/13/2017,und,92
5061,03/18/2012,,92
5062,06/24/2016,de,92
5063,08/11/2014,sr,91
5064,06/08/2016,de,91
5065,04/27/2016,ar,91
5066,08/13/2015,sk,91
5067,08/13/2016,de,91
5068,08/26/2016,de,91
5069,11/21/2014,uk,91
5070,10/05/2014,und,91
5071,08/31/2014,,91
5072,01/03/2016,und,91
5073,09/06/2013,ru,91
5074,05/20/2013,ru,91
5075,03/14/2018,en,91
5076,09/12/2014,es,91
5077,08/07/2017,und,91
5078,10/15/2014,und,91
5079,08/04/2015,sk,91
5080,03/12/2015,uk,91
5081,11/16/2013,ru,90
5082,11/27/2015,uk,90
5083,10/03/2010,,90
5084,03/16/2015,uk,90
5085,05/04/2016,de,90
5086,06/05/2014,und,90
5087,07/28/2017,und,90
5088,05/16/2013,ru,90
5089,08/10/2015,in,90
5090,02/23/2016,und,90
5091,05/30/2017,und,90
5092,05/17/2013,ru,89
5093,08/23/2015,und,89
5094,06/08/2015,und,89
5095,03/16/2010,,89
5096,10/06/2016,fr,89
5097,03/01/2016,und,89
5098,04/01/2010,,89
5099,07/29/2014,bg,89
5100,01/31/2014,tr,89
5101,08/12/2015,tl,89
5102,02/06/2012,,89
5103,10/18/2014,bg,89
5104,07/16/2013,ru,89
5105,08/09/2014,sr,89
5106,08/27/2015,tl,89
5107,04/11/2015,uk,89
5108,10/17/2014,bg,89
5109,09/26/2016,und,89
5110,01/30/2018,en,89
5111,02/14/2018,en,88
5112,06/17/2017,und,88
5113,01/22/2014,tr,88
5114,09/02/2017,en,88
5115,06/27/2016,de,88
5116,10/15/2015,uk,88
5117,06/25/2013,ru,88
5118,05/25/2015,und,88
5119,08/31/2014,uk,88
5120,07/29/2017,und,88
5121,01/04/2014,ru,88
5122,11/24/2014,uk,88
5123,08/03/2017,und,88
5124,04/10/2015,uk,88
5125,07/23/2017,und,88
5126,03/02/2010,,88
5127,04/15/2015,uk,88
5128,06/14/2015,und,88
5129,05/29/2014,uk,88
5130,09/11/2013,ru,88
5131,09/01/2014,bg,88
5132,02/17/2015,und,88
5133,12/10/2015,uk,87
5134,02/15/2016,und,87
5135,08/16/2016,de,87
5136,04/24/2015,uk,87
5137,09/17/2015,uk,87
5138,08/07/2015,ht,87
5139,12/13/2014,uk,87
5140,11/18/2015,bg,87
5141,05/05/2016,ar,87
5142,03/17/2015,uk,87
5143,03/07/2018,en,87
5144,08/12/2015,bg,87
5145,05/14/2016,und,87
5146,08/27/2015,und,87
5147,12/13/2012,,87
5148,11/11/2014,und,87
5149,11/25/2015,uk,87
5150,10/18/2015,uk,87
5151,02/02/2016,ar,87
5152,05/23/2013,ru,87
5153,06/11/2014,,87
5154,07/22/2014,und,87
5155,06/25/2014,bg,87
5156,01/20/2016,und,87
5157,02/10/2010,,87
5158,03/06/2015,uk,86
5159,08/30/2014,,86
5160,11/11/2014,uk,86
5161,09/03/2016,de,86
5162,07/06/2013,ru,86
5163,08/18/2015,et,86
5164,12/25/2015,uk,86
5165,05/02/2016,ar,86
5166,06/15/2016,de,86
5167,05/01/2015,und,86
5168,08/16/2015,et,86
5169,12/14/2015,uk,86
5170,04/20/2014,und,86
5171,08/05/2015,tl,86
5172,08/31/2015,et,86
5173,12/10/2011,,86
5174,02/16/2015,und,86
5175,01/18/2015,bg,86
5176,09/08/2015,uk,86
5177,09/16/2014,und,86
5178,06/19/2013,ru,86
5179,12/17/2014,uk,86
5180,08/14/2015,in,85
5181,08/01/2016,de,85
5182,08/27/2016,de,85
5183,08/12/2015,sl,85
5184,12/20/2015,uk,85
5185,05/20/2017,und,85
5186,07/25/2017,und,85
5187,03/11/2010,,85
5188,07/31/2017,und,85
5189,06/17/2013,ru,85
5190,06/06/2013,ru,85
5191,08/30/2014,uk,85
5192,09/06/2016,de,85
5193,08/06/2016,de,85
5194,06/05/2013,ru,85
5195,11/28/2014,uk,85
5196,03/30/2010,,85
5197,09/18/2015,uk,85
5198,08/23/2015,tl,85
5199,01/12/2018,en,85
5200,10/18/2014,en,85
5201,02/04/2015,bg,85
5202,10/24/2017,ar,85
5203,04/17/2015,uk,85
5204,04/26/2013,,85
5205,07/29/2015,uk,85
5206,09/25/2014,bg,85
5207,06/17/2014,und,85
5208,02/07/2015,und,85
5209,05/29/2013,ru,85
5210,01/29/2018,en,85
5211,08/12/2015,sk,84
5212,05/03/2016,ar,84
5213,12/15/2013,ru,84
5214,08/19/2015,sk,84
5215,06/17/2014,bg,84
5216,06/28/2016,de,84
5217,10/07/2015,und,84
5218,08/26/2015,tl,84
5219,01/24/2015,uk,84
5220,04/21/2015,und,84
5221,08/17/2015,tl,84
5222,08/22/2015,sk,84
5223,07/24/2015,uk,84
5224,06/15/2016,und,84
5225,05/01/2015,bg,84
5226,05/18/2013,ru,84
5227,12/06/2017,und,84
5228,08/14/2015,et,84
5229,03/22/2016,nl,84
5230,07/10/2015,und,84
5231,09/21/2016,und,84
5232,12/22/2015,uk,84
5233,02/23/2010,,84
5234,02/13/2015,und,84
5235,06/14/2017,und,84
5236,12/30/2014,und,84
5237,11/16/2014,und,84
5238,08/05/2015,sk,83
5239,08/16/2015,und,83
5240,02/07/2015,uk,83
5241,05/04/2015,uk,83
5242,03/18/2018,ru,83
5243,06/21/2017,und,83
5244,07/03/2015,und,83
5245,06/22/2017,und,83
5246,07/23/2015,uk,83
5247,05/16/2010,,83
5248,08/10/2016,de,83
5249,11/12/2017,und,83
5250,04/15/2010,,83
5251,09/20/2014,uk,83
5252,03/08/2010,,83
5253,07/21/2015,uk,83
5254,06/26/2015,und,83
5255,06/21/2013,ru,83
5256,01/29/2012,,83
5257,06/10/2015,und,83
5258,08/06/2015,sl,83
5259,08/14/2015,sk,83
5260,06/29/2017,und,83
5261,11/13/2015,und,83
5262,07/12/2014,uk,83
5263,06/01/2017,und,83
5264,08/18/2014,sr,83
5265,01/21/2015,bg,83
5266,08/22/2016,de,83
5267,02/09/2018,en,82
5268,03/08/2018,en,82
5269,12/07/2017,und,82
5270,07/28/2016,de,82
5271,08/17/2013,ru,82
5272,10/11/2014,und,82
5273,10/02/2015,uk,82
5274,03/09/2012,,82
5275,03/05/2015,und,82
5276,08/20/2015,tl,82
5277,01/09/2018,en,82
5278,09/11/2015,uk,82
5279,03/31/2015,und,82
5280,04/26/2010,,82
5281,05/21/2013,ru,82
5282,12/11/2011,,82
5283,01/22/2015,und,81
5284,04/23/2015,und,81
5285,05/28/2013,ru,81
5286,08/15/2015,und,81
5287,01/03/2014,ru,81
5288,12/24/2015,uk,81
5289,08/25/2015,tl,81
5290,02/05/2018,en,81
5291,11/21/2014,bg,81
5292,09/20/2014,bg,81
5293,12/02/2015,uk,81
5294,08/30/2015,tl,81
5295,09/07/2015,uk,81
5296,02/08/2012,,81
5297,09/10/2015,uk,81
5298,01/12/2016,und,81
5299,12/28/2013,ru,81
5300,11/08/2011,,81
5301,09/05/2011,,81
5302,08/14/2016,de,81
5303,07/22/2017,und,81
5304,07/08/2014,uk,80
5305,10/08/2017,de,80
5306,09/24/2015,uk,80
5307,07/17/2015,uk,80
5308,08/29/2015,et,80
5309,09/16/2015,und,80
5310,08/08/2015,sk,80
5311,08/05/2015,de,80
5312,12/04/2014,uk,80
5313,03/24/2010,,80
5314,04/21/2015,uk,80
5315,03/05/2015,uk,80
5316,11/26/2014,uk,80
5317,01/28/2016,und,80
5318,04/16/2013,,80
5319,06/12/2014,,80
5320,08/07/2015,tl,80
5321,03/11/2015,bg,80
5322,12/24/2017,en,80
5323,03/25/2012,,80
5324,02/08/2018,en,80
5325,08/01/2014,en,80
5326,08/10/2015,ht,80
5327,07/22/2016,de,79
5328,08/25/2015,cy,79
5329,01/29/2014,tr,79
5330,05/06/2010,,79
5331,08/07/2015,et,79
5332,09/03/2013,ru,79
5333,08/05/2015,sl,79
5334,07/19/2015,bg,79
5335,11/14/2015,uk,79
5336,10/07/2017,de,79
5337,01/28/2015,und,79
5338,06/13/2013,ru,79
5339,09/15/2014,uk,79
5340,02/03/2015,bg,79
5341,03/03/2015,und,79
5342,08/21/2015,et,79
5343,10/15/2010,,79
5344,05/14/2015,uk,79
5345,04/07/2015,uk,79
5346,11/21/2014,und,79
5347,02/28/2015,bg,79
5348,11/15/2014,bg,79
5349,09/11/2015,und,79
5350,08/30/2015,sk,79
5351,05/09/2015,und,79
5352,12/04/2015,uk,78
5353,03/19/2015,uk,78
5354,09/01/2015,und,78
5355,05/26/2010,,78
5356,08/28/2015,tl,78
5357,09/28/2010,,78
5358,08/04/2015,tl,78
5359,08/11/2015,uk,78
5360,01/25/2013,,78
5361,08/26/2015,sk,78
5362,09/16/2014,bg,78
5363,04/22/2015,bg,78
5364,09/19/2016,fr,78
5365,12/14/2011,,78
5366,09/01/2014,,78
5367,05/23/2016,und,78
5368,08/17/2015,sk,78
5369,08/04/2017,und,78
5370,01/31/2016,und,78
5371,11/13/2015,uk,78
5372,01/11/2013,,78
5373,03/16/2018,en,78
5374,08/13/2015,tl,78
5375,05/18/2010,,78
5376,02/24/2015,und,78
5377,12/12/2012,,77
5378,01/23/2013,,77
5379,09/23/2015,uk,77
5380,10/19/2016,fr,77
5381,08/03/2013,ru,77
5382,01/11/2018,en,77
5383,03/15/2017,uk,77
5384,04/15/2013,,77
5385,12/21/2012,,77
5386,12/07/2014,en,77
5387,04/25/2015,uk,77
5388,04/06/2015,uk,77
5389,08/25/2015,sk,77
5390,03/04/2018,en,77
5391,08/06/2015,de,77
5392,12/17/2014,bg,77
5393,03/11/2015,uk,77
5394,06/20/2017,und,77
5395,08/16/2015,sk,77
5396,12/12/2014,uk,77
5397,06/16/2014,uk,77
5398,05/17/2010,,77
5399,04/07/2015,bg,77
5400,07/05/2015,und,77
5401,06/26/2014,und,77
5402,02/01/2015,und,77
5403,08/29/2015,uk,77
5404,01/01/2015,,76
5405,03/28/2013,,76
5406,08/21/2015,sk,76
5407,08/15/2015,cy,76
5408,04/14/2017,uk,76
5409,02/23/2015,bg,76
5410,02/27/2015,uk,76
5411,12/29/2010,,76
5412,12/09/2014,uk,76
5413,09/14/2015,und,76
5414,09/13/2015,und,76
5415,02/04/2013,,76
5416,05/01/2016,de,76
5417,08/19/2015,sl,76
5418,08/31/2015,tl,76
5419,08/24/2015,tl,76
5420,08/23/2010,,76
5421,08/07/2014,sr,76
5422,08/28/2015,uk,76
5423,01/18/2018,en,76
5424,12/02/2014,,76
5425,08/04/2013,ru,76
5426,12/20/2012,,76
5427,08/13/2015,sl,76
5428,07/27/2011,,75
5429,03/24/2016,ar,75
5430,03/30/2015,und,75
5431,06/20/2014,uk,75
5432,09/26/2014,bg,75
5433,03/30/2015,bg,75
5434,11/15/2014,uk,75
5435,07/10/2015,uk,75
5436,03/31/2012,,75
5437,03/17/2010,,75
5438,09/09/2015,bg,75
5439,05/12/2015,uk,75
5440,02/21/2016,und,75
5441,06/28/2017,und,75
5442,07/22/2015,und,75
5443,08/24/2013,ru,75
5444,02/06/2010,,75
5445,08/29/2013,ru,75
5446,07/01/2014,und,75
5447,10/28/2011,,75
5448,10/21/2014,en,75
5449,08/14/2014,sr,75
5450,04/28/2015,bg,75
5451,02/05/2012,,75
5452,04/08/2015,bg,75
5453,09/27/2016,und,75
5454,07/01/2014,uk,75
5455,02/15/2010,,75
5456,08/22/2015,tl,75
5457,03/18/2010,,75
5458,04/28/2016,ar,75
5459,09/09/2013,ru,75
5460,12/27/2012,,74
5461,01/09/2013,,74
5462,05/24/2016,und,74
5463,08/08/2015,ht,74
5464,04/27/2015,und,74
5465,06/04/2013,ru,74
5466,04/10/2010,,74
5467,01/14/2013,,74
5468,05/27/2010,,74
5469,06/03/2016,de,74
5470,08/23/2015,sk,74
5471,05/27/2013,ru,74
5472,12/06/2015,uk,74
5473,08/07/2015,bg,74
5474,06/05/2015,uk,74
5475,03/20/2018,en,74
5476,01/02/2014,ru,74
